Term 1	Term 2	Term 3	Frequency of Trigram	Frequency of Context	Conditional Probability of Trigram
el	proyecto	verdad	1	3	0.3333333333333333
proyecto	verdad	?	1	1	1.0
$	osea	si	1	2	0.5
osea	si	muestra	1	1	1.0
si	muestra	el	1	1	1.0
muestra	el	front	1	1	1.0
el	front	#	1	1	1.0
$	pero	en	1	31	0.03225806451612903
pero	en	la	1	1	1.0
en	la	consola	1	14	0.07142857142857142
la	consola	varios	1	1	1.0
consola	varios	warnings	1	1	1.0
warnings	y	errores	1	2	0.5
y	errores	#	1	1	1.0
$	pero	jala	1	31	0.03225806451612903
pero	jala	bien	1	1	1.0
jala	bien	#	1	1	1.0
$	smn	?	1	9	0.1111111111111111
smn	?	#	1	1	1.0
$	dice	el	1	1	1.0
dice	el	paco	1	1	1.0
el	paco	que	1	5	0.2
paco	que	aguantes	1	1	1.0
que	aguantes	#	1	1	1.0
$	que	ya	1	32	0.03125
que	ya	anda	1	5	0.2
ya	anda	chambiando	1	2	0.5
anda	chambiando	#	1	1	1.0
$	cuando	quieras	1	2	0.5
cuando	quieras	we	1	1	1.0
quieras	we	#	1	1	1.0
$	legal	#	1	1	1.0
$	dijo	""""	1	4	0.25
dijo	""""	son	1	1	1.0
""""	son	equipos	1	1	1.0
son	equipos	de	1	1	1.0
equipos	de	5	1	1	1.0
de	5	,	1	1	1.0
5	,	mínimo	1	1	1.0
,	mínimo	3	1	1	1.0
mínimo	3	tienen	1	1	1.0
3	tienen	que	1	1	1.0
tienen	que	estar	1	1	1.0
que	estar	""""	1	1	1.0
estar	""""	#	1	1	1.0
la	verdad	también	1	2	0.5
verdad	también	me	1	1	1.0
también	me	da	1	1	1.0
da	culo	que	1	2	0.5
culo	que	nos	1	1	1.0
que	nos	quiera	1	5	0.2
nos	quiera	joder	1	1	1.0
quiera	joder	la	1	1	1.0
joder	la	calificación	1	1	1.0
la	calificación	por	1	1	1.0
calificación	por	no	1	1	1.0
por	no	estar	1	1	1.0
no	estar	we	1	1	1.0
estar	we	#	1	1	1.0
$	onde	estás	1	2	0.5
onde	estás	?	1	1	1.0
estás	?	#	1	1	1.0
ya	me	largo	1	6	0.16666666666666666
me	largo	entonces	1	1	1.0
largo	entonces	#	1	1	1.0
en	la	llamada	1	14	0.07142857142857142
la	llamada	lo	1	1	1.0
llamada	lo	vez	1	1	1.0
lo	vez	#	1	1	1.0
$	ves	#	1	1	1.0
$	ya	en	1	41	0.024390243902439025
ya	en	casa	1	1	1.0
en	casa	papirrín	1	1	1.0
casa	papirrín	?	1	1	1.0
papirrín	?	#	1	1	1.0
$	tenemos	que	1	1	1.0
tenemos	que	entregar	1	1	1.0
que	entregar	el	1	2	0.5
entregar	el	video	1	1	1.0
el	video	mañana	1	2	0.5
video	mañana	temprano	1	1	1.0
mañana	temprano	we	1	1	1.0
temprano	we	#	1	1	1.0
$	ya	completo	1	41	0.024390243902439025
ya	completo	#	1	1	1.0
$	si	quieres	1	35	0.02857142857142857
si	quieres	lo	1	2	0.5
quieres	lo	grabamos	1	1	1.0
lo	grabamos	sin	1	1	1.0
grabamos	sin	ti	1	1	1.0
sin	ti	#	1	1	1.0
no	me	hago	1	9	0.1111111111111111
me	hago	responsable	1	1	1.0
hago	responsable	por	1	1	1.0
responsable	por	lo	1	1	1.0
por	lo	que	1	2	0.5
lo	que	diga	1	9	0.1111111111111111
que	diga	la	1	1	1.0
diga	la	profesora	1	1	1.0
la	profesora	tho	1	1	1.0
profesora	tho	#	1	1	1.0
$	obvio	que	1	1	1.0
obvio	que	le	1	1	1.0
que	le	voy	1	6	0.16666666666666666
voy	a	decir	1	12	0.08333333333333333
a	decir	que	1	2	0.5
decir	que	chambeaste	1	2	0.5
que	chambeaste	#	1	1	1.0
todavía	no	lo	1	3	0.3333333333333333
$	hace	falta	1	1	1.0
hace	falta	terminar	1	3	0.3333333333333333
falta	terminar	unas	1	1	1.0
terminar	unas	cosas	1	1	1.0
unas	cosas	de	1	1	1.0
cosas	de	la	1	1	1.0
de	la	app	1	11	0.09090909090909091
la	app	#	1	2	0.5
que	se	supone	1	6	0.16666666666666666
se	supone	que	1	1	1.0
supone	que	ya	1	1	1.0
ya	no	deberían	1	7	0.14285714285714285
no	deberían	tocarme	1	1	1.0
deberían	tocarme	pero	1	1	1.0
tocarme	pero	ya	1	1	1.0
pero	ya	ves	1	3	0.3333333333333333
ya	ves	xd	1	1	1.0
ves	xd	#	1	1	1.0
$	andas	busy	1	2	0.5
andas	busy	?	1	1	1.0
busy	?	#	1	1	1.0
$	te	puedo	1	16	0.0625
te	puedo	marcar	1	1	1.0
puedo	marcar	?	1	1	1.0
marcar	?	#	1	1	1.0
$	falta	lo	1	1	1.0
falta	lo	de	1	1	1.0
lo	de	planes	1	10	0.1
de	planes	para	1	1	1.0
planes	para	enseñar	1	1	1.0
para	enseñar	eso	1	1	1.0
enseñar	eso	#	1	1	1.0
$	y	creo	1	20	0.05
y	creo	que	1	1	1.0
$	smn	lo	1	9	0.1111111111111111
smn	lo	de	1	1	1.0
lo	de	editar	1	10	0.1
de	editar	perfil	1	1	1.0
editar	perfil	pues	1	1	1.0
perfil	pues	entiendo	1	1	1.0
pues	entiendo	que	1	1	1.0
entiendo	que	no	1	1	1.0
tanto	pedo	#	1	2	0.5
$	pero	creo	1	31	0.03225806451612903
que	mañana	vamos	1	2	0.5
mañana	vamos	a	1	1	1.0
vamos	a	enseñar	1	5	0.2
a	enseñar	la	1	1	1.0
enseñar	la	app	1	1	1.0
la	app	💀	1	2	0.5
app	💀	#	1	1	1.0
en	el	salón	1	11	0.09090909090909091
el	salón	de	1	1	1.0
salón	de	clases	1	1	1.0
de	clases	#	1	1	1.0
$	que	Ledesma	1	32	0.03125
que	Ledesma	tampoco	1	1	1.0
Ledesma	tampoco	va	1	1	1.0
tampoco	va	a	1	1	1.0
va	a	aparecer	1	9	0.1111111111111111
a	aparecer	en	1	1	1.0
aparecer	en	el	1	1	1.0
en	el	vidio	1	11	0.09090909090909091
el	vidio	#	1	1	1.0
creo	que	te	1	11	0.09090909090909091
te	esperamos	para	1	3	0.3333333333333333
esperamos	para	grabar	1	1	1.0
para	grabar	supongo	1	1	1.0
grabar	supongo	#	1	1	1.0
$	pues	puede	1	20	0.05
pues	puede	ser	1	1	1.0
puede	ser	#	1	1	1.0
si	te	esperamos	1	5	0.2
te	esperamos	o	1	3	0.3333333333333333
esperamos	o	solo	1	1	1.0
o	solo	lo	1	2	0.5
solo	lo	hacemos	1	1	1.0
lo	hacemos	el	1	1	1.0
hacemos	el	paco	1	1	1.0
el	paco	y	1	5	0.2
paco	y	yo	1	2	0.5
y	yo	?	1	5	0.2
yo	?	#	1	1	1.0
no	contesta	#	1	3	0.3333333333333333
$	nomas	dime	1	2	0.5
nomas	dime	#	1	1	1.0
la	verdad	ya	1	2	0.5
verdad	ya	lo	1	1	1.0
ya	lo	quiero	1	3	0.3333333333333333
lo	quiero	grabar	1	1	1.0
quiero	grabar	#	1	1	1.0
pero	si	me	1	2	0.5
si	me	lo	1	2	0.5
me	lo	pides	1	3	0.3333333333333333
lo	pides	me	1	2	0.5
pides	me	espero	1	1	1.0
me	espero	#	1	1	1.0
$	los	3	1	5	0.2
3	que	chambeamos	1	2	0.5
que	chambeamos	#	1	1	1.0
ya	quedó	fino	1	3	0.3333333333333333
quedó	fino	#	1	1	1.0
$	esas	el	1	1	1.0
esas	el	jueves	1	1	1.0
el	jueves	#	1	1	1.0
$	saludo	de	1	1	1.0
saludo	de	caballeros	1	1	1.0
de	caballeros	#	1	1	1.0
$	si	sacamos	1	35	0.02857142857142857
si	sacamos	el	1	1	1.0
sacamos	el	10	1	1	1.0
el	10	y	1	1	1.0
10	y	me	1	2	0.5
y	me	lo	1	4	0.25
me	lo	vuelves	1	3	0.3333333333333333
lo	vuelves	a	1	1	1.0
vuelves	a	pedir	1	1	1.0
a	pedir	ahora	1	1	1.0
pedir	ahora	sí	1	1	1.0
ahora	sí	lo	1	1	1.0
sí	lo	hago	1	2	0.5
lo	hago	#	1	2	0.5
te	doy	mi	1	2	0.5
doy	mi	palabra	1	1	1.0
mi	palabra	#	1	1	1.0
$	[	Rojo	1	1	1.0
[	Rojo	]	1	1	1.0
Rojo	]	En	1	1	1.0
]	En	predicciones	1	1	1.0
En	predicciones	tenemos	1	1	1.0
predicciones	tenemos	la	1	1	1.0
tenemos	la	posibilidad	1	1	1.0
la	posibilidad	de	1	1	1.0
posibilidad	de	crear	1	1	1.0
de	crear	escenarios	1	1	1.0
crear	escenarios	con	1	1	1.0
escenarios	con	los	1	1	1.0
con	los	equipos	1	1	1.0
los	equipos	disponibles	1	2	0.5
equipos	disponibles	en	1	1	1.0
disponibles	en	la	1	1	1.0
en	la	base	1	14	0.07142857142857142
la	base	de	1	1	1.0
datos	,	como	1	2	0.5
,	como	se	1	3	0.3333333333333333
como	se	muestra	1	2	0.5
se	muestra	en	1	1	1.0
muestra	en	pantalla	1	1	1.0
en	pantalla	.	1	1	1.0
pantalla	.	#	1	1	1.0
$	Se	seleccionan	1	1	1.0
Se	seleccionan	también	1	1	1.0
seleccionan	también	como	1	1	1.0
también	como	parámetros	1	1	1.0
como	parámetros	de	1	1	1.0
parámetros	de	juego	1	1	1.0
de	juego	el	1	1	1.0
juego	el	día	1	1	1.0
el	día	del	1	2	0.5
día	del	partido	1	1	1.0
del	partido	y	1	1	1.0
partido	y	la	1	1	1.0
y	la	hora	1	1	1.0
la	hora	en	1	1	1.0
hora	en	la	1	1	1.0
en	la	que	1	14	0.07142857142857142
la	que	se	1	1	1.0
que	se	va	1	6	0.16666666666666666
va	a	jugar	1	9	0.1111111111111111
a	jugar	.	1	1	1.0
jugar	.	#	1	1	1.0
$	Al	dar	1	1	1.0
Al	dar	clic	1	1	1.0
dar	clic	en	1	1	1.0
clic	en	calcular	1	1	1.0
en	calcular	resultado	1	1	1.0
calcular	resultado	obtenemos	1	1	1.0
resultado	obtenemos	la	1	1	1.0
obtenemos	la	predicción	1	1	1.0
la	predicción	,	1	2	0.5
predicción	,	similar	1	1	1.0
,	similar	a	1	1	1.0
similar	a	como	1	1	1.0
a	como	se	1	2	0.5
como	se	observó	1	2	0.5
se	observó	en	1	1	1.0
observó	en	la	1	1	1.0
en	la	pantalla	1	14	0.07142857142857142
pantalla	de	análisis	1	2	0.5
de	análisis	real	1	1	1.0
análisis	real	.	1	1	1.0
real	.	#	1	1	1.0
$	vas	último	1	3	0.3333333333333333
vas	último	#	1	1	1.0
$	avisas	cuando	1	1	1.0
avisas	cuando	estes	1	1	1.0
cuando	estes	#	1	1	1.0
yo	creo	#	1	5	0.2
$	que	a	1	32	0.03125
que	a	las	1	1	1.0
a	las	9	1	8	0.125
las	9	#	1	1	1.0
estás	en	FEPI	1	3	0.3333333333333333
en	FEPI	?	1	1	1.0
FEPI	?	#	1	1	1.0
$	para	saber	1	10	0.1
para	saber	q	1	1	1.0
saber	q	están	1	2	0.5
q	están	haciendo	1	1	1.0
están	haciendo	#	1	1	1.0
$	a	perfecto	1	27	0.037037037037037035
a	perfecto	#	1	1	1.0
$	ya	empezó	1	41	0.024390243902439025
ya	empezó	#	1	1	1.0
$	pero	les	1	31	0.03225806451612903
pero	les	valió	1	1	1.0
les	valió	verga	1	1	1.0
verga	el	programa	1	2	0.5
el	programa	#	1	1	1.0
$	pues	ojalá	1	20	0.05
pues	ojalá	xd	1	1	1.0
ojalá	xd	#	1	1	1.0
$	así	me	1	3	0.3333333333333333
así	me	duermo	1	1	1.0
me	duermo	un	1	1	1.0
duermo	un	rato	1	1	1.0
un	rato	#	1	2	0.5
$	ps	pq	1	4	0.25
ps	pq	esto	1	1	1.0
pq	esto	empezaba	1	1	1.0
esto	empezaba	a	1	1	1.0
empezaba	a	las	1	1	1.0
$	cáele	#	1	1	1.0
$	cabron	#	1	1	1.0
$	que	no	1	32	0.03125
que	no	vamos	1	15	0.06666666666666667
no	vamos	a	1	1	1.0
vamos	a	pasar	1	5	0.2
a	pasar	hasta	1	5	0.2
pasar	hasta	que	1	1	1.0
hasta	que	estemos	1	1	1.0
que	estemos	completos	1	1	1.0
estemos	completos	we	1	1	1.0
completos	we	#	1	1	1.0
$	no	cap	1	72	0.013888888888888888
no	cap	#	1	1	1.0
acaba	de	decir	1	2	0.5
de	decir	#	1	3	0.3333333333333333
que	si	no	1	4	0.25
si	no	hasta	1	7	0.14285714285714285
no	hasta	el	1	1	1.0
hasta	el	final	1	4	0.25
el	final	#	1	1	1.0
no	mames	#	1	7	0.14285714285714285
eres	un	idiota	1	5	0.2
un	idiota	#	1	1	1.0
$	nos	vamos	1	5	0.2
nos	vamos	a	1	1	1.0
vamos	a	quedar	1	5	0.2
a	quedar	hasta	1	1	1.0
quedar	hasta	tarde	1	1	1.0
hasta	tarde	entonces	1	1	1.0
tarde	entonces	#	1	1	1.0
no	we	no	1	12	0.08333333333333333
we	no	te	1	1	1.0
no	te	miento	1	10	0.1
te	miento	#	1	1	1.0
$	ósea	#	1	1	1.0
ya	no	te	1	7	0.14285714285714285
no	te	regreses	1	10	0.1
te	regreses	jajaja	1	1	1.0
regreses	jajaja	#	1	1	1.0
pero	si	dijo	1	2	0.5
si	dijo	que	1	1	1.0
dijo	que	van	1	7	0.14285714285714285
que	van	pasando	1	1	1.0
van	pasando	conforme	1	1	1.0
pasando	conforme	estén	1	1	1.0
conforme	estén	completos	1	1	1.0
estén	completos	los	1	1	1.0
completos	los	equipos	1	1	1.0
los	equipos	#	1	2	0.5
$	cual	!	1	2	0.5
cual	!	!	1	1	1.0
!	!	?	1	7	0.14285714285714285
!	?	#	1	1	1.0
$	te	estoy	1	16	0.0625
te	estoy	preguntando	1	1	1.0
estoy	preguntando	#	1	1	1.0
$	idiota	#	1	1	1.0
$	no	le	1	72	0.013888888888888888
no	le	digas	1	2	0.5
le	digas	así	1	1	1.0
$	cómo	se	1	3	0.3333333333333333
cómo	se	llama	1	1	1.0
se	llama	la	1	1	1.0
llama	la	api	1	1	1.0
la	api	que	1	3	0.3333333333333333
api	que	tú	1	1	1.0
que	tú	usaste	1	3	0.3333333333333333
tú	usaste	?	1	1	1.0
$	nos	viste	1	5	0.2
nos	viste	?	1	1	1.0
viste	?	#	1	1	1.0
$	Darwin	vuelve	1	1	1.0
Darwin	vuelve	a	1	1	1.0
vuelve	a	mojar	1	1	1.0
a	mojar	#	1	1	1.0
$	se	llevan	1	10	0.1
se	llevan	la	1	1	1.0
llevan	la	copa	1	1	1.0
la	copa	America	1	1	1.0
copa	America	,	1	1	1.0
America	,	guarda	1	1	1.0
,	guarda	el	1	1	1.0
guarda	el	tweet	1	1	1.0
el	tweet	#	1	1	1.0
$	yep	#	1	1	1.0
$	sheeesh	#	1	1	1.0
de	nada	#	1	2	0.5
$	obviamente	xd	1	1	1.0
obviamente	xd	#	1	1	1.0
$	yyyyyyy	#	1	1	1.0
$	que	pendejo	1	32	0.03125
que	pendejo	😭	1	1	1.0
pendejo	😭	#	1	1	1.0
$	😭	#	1	1	1.0
$	al	paco	1	7	0.14285714285714285
al	paco	y	1	1	1.0
paco	y	al	1	2	0.5
y	al	ledesma	1	1	1.0
al	ledesma	?	1	1	1.0
$	las	dos	1	4	0.25
las	dos	#	1	1	1.0
$	quien	sabe	1	1	1.0
quien	sabe	xd	1	1	1.0
sabe	xd	#	1	1	1.0
$	eso	que	1	4	0.25
eso	que	significa	1	1	1.0
que	significa	wey	1	1	1.0
significa	wey	?	1	1	1.0
wey	?	#	1	1	1.0
si	we	qp	1	10	0.1
we	qp	?	1	1	1.0
$	cuanto	le	1	1	1.0
cuanto	le	habrá	1	1	1.0
le	habrá	puesto	1	1	1.0
habrá	puesto	a	1	1	1.0
puesto	a	ledesma	1	1	1.0
a	ledesma	?	1	1	1.0
$	revisa	su	1	1	1.0
revisa	su	mensaje	1	1	1.0
su	mensaje	we	1	1	1.0
mensaje	we	#	1	1	1.0
si	no	estás	1	7	0.14285714285714285
no	estás	de	1	1	1.0
estás	de	acuerdo	1	1	1.0
de	acuerdo	#	1	1	1.0
$	el	extra	1	13	0.07692307692307693
el	extra	es	1	1	1.0
extra	es	mañana	1	1	1.0
es	mañana	#	1	1	1.0
no	mames	y	1	7	0.14285714285714285
mames	y	todo	1	1	1.0
y	todo	por	1	2	0.5
todo	por	el	1	2	0.5
por	el	kahoot	1	2	0.5
el	kahoot	#	1	1	1.0
$	pero	no	1	31	0.03225806451612903
pero	no	todos	1	2	0.5
no	todos	sacaron	1	1	1.0
todos	sacaron	10	1	1	1.0
sacaron	10	final	1	1	1.0
10	final	we	1	1	1.0
final	we	#	1	1	1.0
$	mándame	#	1	1	1.0
$	ese	#	1	9	0.1111111111111111
a	las	2	1	8	0.125
las	2	#	1	1	1.0
$	si	creo	1	35	0.02857142857142857
si	creo	que	1	1	1.0
creo	que	ahora	1	11	0.09090909090909091
que	ahora	si	1	1	1.0
ahora	si	no	1	1	1.0
si	no	voy	1	7	0.14285714285714285
no	voy	a	1	1	1.0
voy	a	alcanzar	1	12	0.08333333333333333
a	alcanzar	todo	1	1	1.0
alcanzar	todo	lo	1	1	1.0
todo	lo	que	1	3	0.3333333333333333
lo	que	quiero	1	9	0.1111111111111111
que	quiero	xd	1	1	1.0
quiero	xd	#	1	1	1.0
$	todo	mundo	1	4	0.25
todo	mundo	subió	1	1	1.0
mundo	subió	promedio	1	1	1.0
subió	promedio	#	1	1	1.0
$	pq	todos	1	13	0.07692307692307693
pq	todos	están	1	1	1.0
todos	están	tan	1	1	1.0
están	tan	preocupados	1	1	1.0
tan	preocupados	por	1	1	1.0
preocupados	por	eso	1	1	1.0
por	eso	#	1	5	0.2
$	es	hasta	1	16	0.0625
es	hasta	el	1	1	1.0
hasta	el	martes	1	4	0.25
el	martes	#	1	1	1.0
$	mamahuevo	#	1	1	1.0
$	pónganse	a	1	1	1.0
pónganse	a	hacer	1	1	1.0
a	hacer	algo	1	3	0.3333333333333333
hacer	algo	con	1	1	1.0
algo	con	sus	1	1	1.0
con	sus	vacaciones	1	1	1.0
sus	vacaciones	#	1	1	1.0
$	me	acabo	1	10	0.1
me	acabo	de	1	1	1.0
acabo	de	sentar	1	4	0.25
de	sentar	a	1	1	1.0
sentar	a	checar	1	1	1.0
a	checar	qp	1	1	1.0
checar	qp	#	1	1	1.0
ahorita	que	tenga	1	3	0.3333333333333333
que	tenga	algún	1	1	1.0
tenga	algún	prospecto	1	1	1.0
algún	prospecto	te	1	1	1.0
prospecto	te	lo	1	1	1.0
te	lo	hago	1	4	0.25
lo	hago	llegar	1	2	0.5
hago	llegar	#	1	1	1.0
$	mi	estimado	1	3	0.3333333333333333
no	se	puede	1	12	0.08333333333333333
se	puede	we	1	1	1.0
puede	we	#	1	1	1.0
voy	a	meter	1	12	0.08333333333333333
a	meter	varias	1	1	1.0
meter	varias	que	1	1	1.0
varias	que	tu	1	1	1.0
que	tu	ya	1	2	0.5
tu	ya	metiste	1	1	1.0
ya	metiste	#	1	1	1.0
$	machine	#	1	1	1.0
$	chip	#	1	1	1.0
$	mainly	#	1	1	1.0
pero	que	te	1	4	0.25
que	te	parece	1	9	0.1111111111111111
te	parece	#	1	1	1.0
$	que	metemos	1	32	0.03125
que	metemos	trabajo	1	1	1.0
metemos	trabajo	terminal	1	1	1.0
trabajo	terminal	1	1	1	1.0
terminal	1	juntos	1	1	1.0
1	juntos	el	1	1	1.0
juntos	el	proximo	1	1	1.0
el	proximo	semestre	1	1	1.0
proximo	semestre	?	1	1	1.0
semestre	?	#	1	1	1.0
$	iralo	ese	1	1	1.0
iralo	ese	we	1	1	1.0
ya	no	sé	1	7	0.14285714285714285
no	sé	lol	1	2	0.5
sé	lol	#	1	1	1.0
$	esa	gatada	1	4	0.25
esa	gatada	kkk	1	1	1.0
gatada	kkk	#	1	1	1.0
$	pq	quiero	1	13	0.07692307692307693
pq	quiero	a	1	1	1.0
quiero	a	alguien	1	1	1.0
a	alguien	que	1	2	0.5
alguien	que	trabaje	1	1	1.0
que	trabaje	chido	1	1	1.0
trabaje	chido	#	1	1	1.0
no	te	voy	1	10	0.1
te	voy	a	1	1	1.0
voy	a	mentir	1	12	0.08333333333333333
a	mentir	#	1	1	1.0
$	nah	#	1	3	0.3333333333333333
$	no	de	1	72	0.013888888888888888
no	de	ahuevo	1	1	1.0
$	pero	sí	1	31	0.03225806451612903
pero	sí	estaría	1	1	1.0
sí	estaría	bien	1	1	1.0
bien	que	nos	1	2	0.5
que	nos	rifaramos	1	5	0.2
nos	rifaramos	#	1	1	1.0
$	idk	#	1	1	1.0
a	ver	nomás	1	8	0.125
ver	nomás	contestame	1	1	1.0
nomás	contestame	esto	1	1	1.0
contestame	esto	#	1	1	1.0
$	seríamos	tu	1	1	1.0
seríamos	tu	y	1	1	1.0
tu	y	yo	1	1	1.0
y	yo	y	1	5	0.2
yo	y	ya	1	2	0.5
y	ya	?	1	6	0.16666666666666666
$	extreme	programing	1	1	1.0
extreme	programing	type	1	1	1.0
programing	type	shit	1	1	1.0
type	shit	?	1	1	1.0
shit	?	#	1	1	1.0
no	creo	que	1	2	0.5
que	el	paco	1	4	0.25
el	paco	quiera	1	5	0.2
paco	quiera	dejar	1	1	1.0
quiera	dejar	al	1	1	1.0
dejar	al	Miguel	1	1	1.0
al	Miguel	#	1	1	1.0
$	contesta	weee	1	1	1.0
contesta	weee	#	1	1	1.0
$	la	otra	1	9	0.1111111111111111
la	otra	vez	1	1	1.0
otra	vez	platiqué	1	2	0.5
vez	platiqué	con	1	1	1.0
platiqué	con	él	1	1	1.0
con	él	#	1	1	1.0
y	me	decía	1	4	0.25
me	decía	que	1	1	1.0
decía	que	igual	1	1	1.0
que	igual	y	1	1	1.0
igual	y	metía	1	3	0.3333333333333333
y	metía	protocolo	1	1	1.0
metía	protocolo	#	1	1	1.0
$	este	#	1	2	0.5
$	olvidalo	#	1	1	1.0
$	,	q	1	3	0.3333333333333333
,	q	murió	1	1	1.0
q	murió	el	1	1	1.0
murió	el	paco	1	1	1.0
el	paco	#	1	5	0.2
$	pero	entonces	1	31	0.03225806451612903
pero	entonces	dimo	1	1	1.0
entonces	dimo	#	1	1	1.0
$	dime	#	1	5	0.2
$	mando	alv	1	1	1.0
mando	alv	a	1	1	1.0
alv	a	rorro	1	1	1.0
a	rorro	?	1	1	1.0
rorro	?	#	1	1	1.0
$	tan	temprano	1	1	1.0
tan	temprano	?	1	1	1.0
temprano	?	#	1	1	1.0
es	lo	que	1	5	0.2
lo	que	estoy	1	9	0.1111111111111111
que	estoy	a	1	2	0.5
estoy	a	punto	1	1	1.0
a	punto	de	1	1	1.0
punto	de	checar	1	2	0.5
de	checar	#	1	1	1.0
$	quedan	13	1	1	1.0
quedan	13	de	1	1	1.0
13	de	una	1	1	1.0
de	una	de	1	1	1.0
una	de	las	1	1	1.0
de	las	de	1	2	0.5
las	de	machine	1	1	1.0
de	machine	#	1	1	1.0
eso	es	lo	1	2	0.5
único	que	me	1	2	0.5
que	me	preocupa	1	6	0.16666666666666666
me	preocupa	#	1	1	1.0
$	lenguaje	#	1	1	1.0
$	así	#	1	3	0.3333333333333333
$	nein	#	1	1	1.0
$	q	los	1	5	0.2
q	los	exdirectores	1	1	1.0
los	exdirectores	le	1	1	1.0
exdirectores	le	están	1	1	1.0
le	están	tirando	1	1	1.0
están	tirando	mierda	1	1	1.0
tirando	mierda	#	1	1	1.0
$	los	ex	1	5	0.2
los	ex	dt	1	1	1.0
ex	dt	we	1	1	1.0
dt	we	#	1	1	1.0
$	el	tuca	1	13	0.07692307692307693
el	tuca	también	1	1	1.0
tuca	también	#	1	1	1.0
$	que	la	1	32	0.03125
que	la	directiva	1	3	0.3333333333333333
la	directiva	está	1	1	1.0
directiva	está	#	1	1	1.0
por	la	verga	1	3	0.3333333333333333
$	con	la	1	2	0.5
con	la	teniente	1	4	0.25
la	teniente	Ivette	1	1	1.0
teniente	Ivette	#	1	1	1.0
$	1012	#	1	1	1.0
$	donde	toca	1	1	1.0
donde	toca	machine	1	1	1.0
toca	machine	?	1	1	1.0
machine	?	#	1	1	1.0
a	mi	?	1	4	0.25
$	espérate	#	1	1	1.0
$	esq	está	1	6	0.16666666666666666
esq	está	dando	1	1	1.0
está	dando	tema	1	1	1.0
dando	tema	este	1	1	1.0
tema	este	wey	1	1	1.0
este	wey	#	1	2	0.5
acabo	de	llegar	1	4	0.25
de	llegar	al	1	1	1.0
llegar	al	depa	1	1	1.0
al	depa	#	1	1	1.0
$	para	platicar	1	10	0.1
para	platicar	contigo	1	2	0.5
platicar	contigo	we	1	1	1.0
contigo	we	#	1	1	1.0
$	para	que	1	10	0.1
para	que	más	1	8	0.125
que	más	?	1	1	1.0
$	de	todo	1	8	0.125
de	todo	este	1	1	1.0
todo	este	pedo	1	1	1.0
este	pedo	we	1	1	1.0
pedo	we	#	1	1	1.0
$	invitame	al	1	1	1.0
invitame	al	repo	1	1	1.0
repo	de	git	1	2	0.5
de	git	chido	1	1	1.0
git	chido	del	1	1	1.0
chido	del	score	1	1	1.0
del	score	seer	1	1	1.0
$	quiero	checar	1	2	0.5
quiero	checar	algo	1	1	1.0
checar	algo	#	1	1	1.0
$	non	#	1	1	1.0
no	hay	prisa	1	9	0.1111111111111111
hay	prisa	#	1	1	1.0
meteme	al	git	1	4	0.25
al	git	#	1	1	1.0
$	200	#	1	1	1.0
$	🐍	#	1	1	1.0
$	📷	#	1	1	1.0
$	estoy	en	1	4	0.25
estoy	en	clase	1	1	1.0
en	clase	c	1	2	0.5
clase	c	#	1	1	1.0
$	no	estés	1	72	0.013888888888888888
no	estés	#	1	1	1.0
$	chingando	#	1	1	1.0
$	ya	salí	1	41	0.024390243902439025
ya	salí	#	1	1	1.0
ya	voy	#	1	2	0.5
$	cuantas	URL	1	1	1.0
cuantas	URL	te	1	1	1.0
URL	te	salieron	1	1	1.0
te	salieron	?	1	2	0.5
salieron	?	#	1	1	1.0
$	pln	#	1	1	1.0
$	fuck	outta	1	7	0.14285714285714285
fuck	outta	here	1	1	1.0
outta	here	#	1	1	1.0
$	deja	de	1	1	1.0
deja	de	rascarte	1	1	1.0
de	rascarte	las	1	1	1.0
rascarte	las	bolas	1	1	1.0
si	te	salen	1	5	0.2
te	salen	8	1	1	1.0
salen	8	#	1	1	1.0
$	foto	#	1	2	0.5
$	o	fake	1	12	0.08333333333333333
o	fake	#	1	1	1.0
estás	en	tu	1	3	0.3333333333333333
en	tu	baño	1	4	0.25
tu	baño	#	1	1	1.0
$	tu	primero	1	4	0.25
tu	primero	#	1	1	1.0
no	ps	ni	1	3	0.3333333333333333
ps	ni	aunque	1	1	1.0
ni	aunque	fuera	1	1	1.0
aunque	fuera	tu	1	1	1.0
fuera	tu	vieja	1	1	1.0
tu	vieja	deberían	1	1	1.0
vieja	deberían	hacerte	1	1	1.0
deberían	hacerte	eso	1	1	1.0
hacerte	eso	we	1	1	1.0
eso	we	#	1	1	1.0
$	gente	tóxica	1	1	1.0
gente	tóxica	#	1	1	1.0
$	,	pues	1	3	0.3333333333333333
,	pues	diviertete	1	2	0.5
pues	diviertete	#	1	1	1.0
de	mamar	we	1	2	0.5
mamar	we	#	1	1	1.0
$	hoy	es	1	3	0.3333333333333333
hoy	es	el	1	1	1.0
es	el	día	1	7	0.14285714285714285
el	día	que	1	2	0.5
día	que	dios	1	1	1.0
que	dios	designó	1	1	1.0
dios	designó	para	1	1	1.0
designó	para	descansar	1	1	1.0
para	descansar	#	1	1	1.0
al	rato	te	1	8	0.125
rato	te	enseño	1	2	0.5
te	enseño	cuales	1	1	1.0
enseño	cuales	me	1	1	1.0
cuales	me	salen	1	1	1.0
me	salen	#	1	2	0.5
$	ha	#	1	2	0.5
$	de	ser	1	8	0.125
de	ser	#	1	2	0.5
